,run,epoch,loss,accuracy,epoch duration,run duration,lr,batch_size
0,1,1,0.9841271579265595,0.6275166666666666,8.722304821014404,9.466663837432861,0.01,1000
1,1,2,0.5516026745239894,0.7871,8.283689498901367,17.86489248275757,0.01,1000
2,1,3,0.4599476839105288,0.8289,8.487592935562134,26.462988138198853,0.01,1000
3,2,1,2.119422972202301,0.23071666666666665,10.699847936630249,15.647500038146973,0.01,10000
4,2,2,1.5171345074971516,0.4272,8.491929054260254,24.251638889312744,0.01,10000
5,2,3,1.1111501256624858,0.5762833333333334,8.670602798461914,33.03226137161255,0.01,10000
6,3,1,0.9896709452072779,0.6151833333333333,8.295254468917847,9.004987716674805,0.001,1000
7,3,2,0.5468533267577489,0.7875,8.16326355934143,17.28265357017517,0.001,1000
8,3,3,0.45961395651102066,0.8291833333333334,8.053634405136108,25.448533058166504,0.001,1000
9,4,1,2.194224456946055,0.1672,10.967548608779907,15.742313623428345,0.001,10000
10,4,2,1.7033902605374653,0.3418,9.026920080184937,24.88071346282959,0.001,10000
11,4,3,1.3261631727218628,0.45565,9.12470531463623,34.12068724632263,0.001,10000
